candidate,dataset,family,route,primary,questions,ndcg_at_10,recall_at_10,mrr_at_10,full_qrel_coverage_at_10,p95_ms,double_build_seconds,knowledge_bytes,agent_execution_seconds,native_trial_seconds,generation,profile,profile_qualified
g0-stronger-titles,data-science,adaptive,adaptive,True,40,0.9191690778762306,0.9916666666666666,0.9322916666666666,0.975,2792.216081998049,243.01896920000218,266252926,358.394018,403.232219,0,stronger-titles,True
g0-stronger-titles,astro,legacy,lexical,True,40,0.6051893734409577,0.7541666666666667,0.6446527777777777,0.575,2.3296270010177977,16.12780042200029,8773595,17.201071,58.70562,0,stronger-titles,True
g0-stronger-titles,data-science,entity-graph,fusion,True,40,0.8579062471314278,0.975,0.86875,0.925,8634.081881002203,486.6903794059981,676957164,1667.198481,1711.346786,0,stronger-titles,True
g0-stronger-titles,astro,embeddings,hybrid,True,40,0.7851983317054789,0.8583333333333334,0.8554166666666667,0.7,106.26553899783175,30.10773233600048,13011524,39.045087,82.924814,0,stronger-titles,True
g0-stronger-titles,data-science,legacy,lexical,True,40,0.8321588233274824,0.95,0.8175000000000001,0.9,0.5415099985839333,8.385462894999364,52554726,10.861361,56.219237,0,stronger-titles,True
g0-stronger-titles,astro,adaptive,adaptive,True,40,0.8085569389955969,0.86875,0.9104166666666667,0.725,2741.5644680004334,50.52904565599965,34362290,115.600874,159.900513,0,stronger-titles,True
g0-stronger-titles,enterprise,graphify,search,True,40,0.13626228624863054,0.17371031746031745,0.20423611111111112,0.1,139.68900400141138,138.9253100349997,14940327,143.056819,184.034886,0,stronger-titles,True
g0-stronger-titles,astro,entity-graph,fusion,True,40,0.6947023065501792,0.8229166666666666,0.7670833333333333,0.65,1079.6799950003333,88.99273029400138,114816438,250.439784,293.797051,0,stronger-titles,True
g0-stronger-titles,enterprise,adaptive,adaptive,True,40,0.5033603261131847,0.5899801587301587,0.5747222222222221,0.475,1658.9533369988203,68.56802697499734,8016106,108.079599,152.134109,0,stronger-titles,True
g0-stronger-titles,data-science,graphify,search,True,40,0.5440998456059355,0.5395833333333333,0.625,0.475,354.79598700112547,44.47113625199927,74673183,60.933069,105.526057,0,stronger-titles,True
g0-stronger-titles,astro,turso,lexical-sql,True,40,0.47813551023378115,0.6666666666666667,0.4916964285714286,0.475,147.22232799977064,21.18228137099868,32612315,25.61114,70.423808,0,stronger-titles,True
g0-stronger-titles,enterprise,ensemble,quality,True,40,0.5534950398893288,0.5899801587301587,0.6035714285714285,0.475,1497.251338998467,281.40684831399994,19997413,390.74938,432.244764,0,stronger-titles,True
g0-stronger-titles,data-science,ensemble,quality,True,40,0.9288167295650054,0.9916666666666666,0.9410714285714287,0.975,12324.790922997636,1329.033651802998,917220099,2284.367115,2332.652587,0,stronger-titles,True
g0-stronger-titles,astro,classical,fusion,True,40,0.8085569389955969,0.86875,0.9104166666666667,0.725,77.05434499803232,50.00124822699945,34361114,65.154931,106.829051,0,stronger-titles,True
g0-stronger-titles,architecture,adaptive,adaptive,True,40,0.8629002689877016,0.9583333333333334,0.905,0.9,2168.826623001223,154.34454572200048,152558593,243.106197,286.464081,0,stronger-titles,True
g1-baseline,astro,graphify,search,True,40,0.5779156769160976,0.7729166666666667,0.5792261904761904,0.6,161.8065220027347,41.798957035003696,17785739,47.779704,97.76058,1,baseline,True
g1-baseline,enterprise,legacy,lexical,True,40,0.5749695375722894,0.6192460317460318,0.5986111111111111,0.525,4.328390001319349,42.343930649003596,4933955,43.308437,88.650602,1,baseline,True
g1-baseline,architecture,graphify,search,True,40,0.5775650846510725,0.5958333333333333,0.6875,0.425,141.25547100411495,18.907386697996117,32608496,25.220229,78.13678,1,baseline,True
g1-baseline,data-science,turso,lexical-sql,True,40,0.4016212910774567,0.74375,0.3178769841269841,0.65,557.7472700024373,30.633113798001432,158821350,51.799749,99.419166,1,baseline,True
g1-baseline,enterprise,turso,lexical-sql,True,40,0.40319114502840775,0.49871031746031746,0.40854166666666664,0.4,56.226098000479396,70.50185982100083,23927107,73.229123,129.250047,1,baseline,True
g1-baseline,architecture,classical,fusion,True,40,0.9257807641624444,0.9729166666666667,0.975,0.925,863.3790470048552,181.04035314000066,172206005,323.57749,375.771418,1,baseline,True
g1-baseline,enterprise,entity-graph,fusion,True,40,0.4673466879301481,0.5803571428571429,0.47333333333333333,0.5,63.56640499870991,75.17734474699682,13856388,84.420963,131.937002,1,baseline,True
g1-baseline,architecture,ensemble,quality,True,40,0.8500964545549008,0.9520833333333334,0.8800000000000001,0.875,5771.957012002531,614.0090092750033,458363799,1062.585884,1109.058625,1,baseline,True
g1-baseline,data-science,embeddings,hybrid,True,40,0.60043749109768,0.8895833333333334,0.5200297619047619,0.8,819.5317789941328,22.10500916199817,79076656,87.028116,130.598965,1,baseline,True
g1-baseline,data-science,classical,fusion,True,40,0.8053872497363544,0.7854166666666667,0.9125,0.7,896.2216649961192,250.95678199000395,266251750,413.169513,455.019261,1,baseline,True
g1-baseline,enterprise,embeddings,hybrid,True,40,0.516406878690786,0.5991071428571428,0.541875,0.5,46.26027999620419,66.67267925200576,7169691,71.235261,114.657095,1,baseline,True
g1-baseline,architecture,legacy,lexical,True,40,0.8154736310803241,0.95,0.80625,0.9,0.20583799778250977,5.456219943000178,25449713,7.21268,53.092332,1,baseline,True
g1-baseline,architecture,entity-graph,fusion,True,40,0.8350413379424438,0.975,0.8133333333333332,0.925,3983.920072998444,220.3292214710018,318372177,765.757609,811.243092,1,baseline,True
g1-baseline,astro,ensemble,quality,True,40,0.8262231573917006,0.8875,0.90625,0.725,4244.278457001201,301.73720281999704,145084331,623.930723,671.412796,1,baseline,True
g1-baseline,architecture,embeddings,hybrid,True,40,0.7237714735653961,0.9208333333333334,0.7154464285714286,0.8,471.37378500337945,12.491014958999585,38303852,47.731655,93.713864,1,baseline,True
g1-baseline,architecture,turso,lexical-sql,True,40,0.5840043018567261,0.8625,0.5272023809523809,0.725,435.6365089988685,12.857848060994002,76846321,27.083077,74.322191,1,baseline,True
g1-baseline,enterprise,classical,fusion,True,40,0.43423767296046306,0.4246031746031746,0.5625,0.325,68.2205549965147,82.53104910100228,8014930,91.148134,135.986973,1,baseline,True
g1-baseline,data-science,adaptive,adaptive,True,40,0.9178174181007902,0.9916666666666666,0.9322916666666666,0.975,2657.4252150021493,268.93354646999796,266252926,380.894361,425.181808,1,baseline,True
g1-baseline,astro,legacy,lexical,True,40,0.6051893734409577,0.7541666666666667,0.6446527777777777,0.575,2.335331999347545,17.230076863997965,8773595,18.269311,63.460736,1,baseline,True
g1-baseline,data-science,entity-graph,fusion,True,40,0.8579062471314278,0.975,0.86875,0.925,10400.854267994873,469.2953800279938,676957164,1680.701847,1726.631783,1,baseline,True
g1-baseline,astro,embeddings,hybrid,True,40,0.7851983317054789,0.8583333333333334,0.8554166666666667,0.7,98.72457000165014,26.731644366998808,13011524,35.157885,77.500043,1,baseline,True
g1-baseline,data-science,legacy,lexical,True,40,0.8321588233274824,0.95,0.8175000000000001,0.9,0.2989730055560358,7.899138597000274,52554726,10.124074,52.787185,1,baseline,True
g1-baseline,astro,adaptive,adaptive,True,40,0.8333545047679802,0.8875,0.9145833333333334,0.725,2646.523203999095,51.372273359003884,34362290,115.787045,157.024467,1,baseline,True
g1-baseline,enterprise,graphify,search,True,40,0.13626228624863054,0.17371031746031745,0.20423611111111112,0.1,131.63555800565518,135.20569491799688,14940327,139.268902,180.498755,1,baseline,True
g1-baseline,astro,entity-graph,fusion,True,40,0.6947023065501792,0.8229166666666666,0.7670833333333333,0.65,1156.223477999447,89.07358716399904,114816438,255.55891,298.795445,1,baseline,True
g1-baseline,enterprise,adaptive,adaptive,True,40,0.5033603261131847,0.5899801587301587,0.5747222222222221,0.475,1429.9933119982597,73.05774310100242,8016106,109.89537,154.562931,1,baseline,True
g1-baseline,data-science,graphify,search,True,40,0.5440998456059355,0.5395833333333333,0.625,0.475,330.5320200015558,40.5646390519978,74673183,56.303028,100.917239,1,baseline,True
g1-baseline,astro,turso,lexical-sql,True,40,0.47813551023378115,0.6666666666666667,0.4916964285714286,0.475,148.76177100086352,21.43404980899504,32612315,26.078303,73.491443,1,baseline,True
g1-baseline,enterprise,ensemble,quality,True,40,0.5534950398893288,0.5899801587301587,0.6035714285714285,0.475,1842.6796290004859,306.2827892389978,19997413,436.575356,483.611868,1,baseline,True
g1-baseline,data-science,ensemble,quality,True,40,0.9278098590730673,0.9916666666666666,0.9410714285714287,0.975,11719.634705004864,1306.450095674998,917220099,2178.091936,2223.180186,1,baseline,True
g1-baseline,astro,classical,fusion,True,40,0.8333545047679802,0.8875,0.9145833333333334,0.725,112.8593519970309,57.124814331997186,34361114,76.734797,122.384452,1,baseline,True
g1-baseline,architecture,adaptive,adaptive,True,40,0.8560699230171966,0.9520833333333334,0.905,0.875,1773.5839689994464,160.70014212800015,152558593,226.850237,271.860508,1,baseline,True
g1-neural-expand,astro,graphify,search,True,40,0.5779156769160976,0.7729166666666667,0.5792261904761904,0.6,166.95800000161398,44.98231795600441,17785739,51.207497,98.56714,1,neural-expand,True
g1-neural-expand,enterprise,legacy,lexical,True,40,0.5749695375722894,0.6192460317460318,0.5986111111111111,0.525,3.50283199804835,46.177508198001306,4933955,47.102008,89.639313,1,neural-expand,True
g1-neural-expand,architecture,graphify,search,True,40,0.5775650846510725,0.5958333333333333,0.6875,0.425,105.47585500171408,16.941630743000132,32608496,21.981309,69.049004,1,neural-expand,True
g1-neural-expand,data-science,turso,lexical-sql,True,40,0.4016212910774567,0.74375,0.3178769841269841,0.65,486.67173399735475,21.51172993399814,158821350,40.140016,85.736607,1,neural-expand,True
g1-neural-expand,enterprise,turso,lexical-sql,True,40,0.40319114502840775,0.49871031746031746,0.40854166666666664,0.4,47.70584999641869,42.32659203300136,23927107,44.468736,90.864839,1,neural-expand,True
g1-neural-expand,architecture,classical,fusion,True,40,0.9172305397819717,0.9729166666666667,0.95,0.925,984.2289029984386,173.9774366099955,172206008,314.641824,361.362461,1,neural-expand,True
g1-neural-expand,enterprise,entity-graph,fusion,True,40,0.4673466879301481,0.5803571428571429,0.47333333333333333,0.5,77.08229399577249,79.21339944999636,13856388,89.704748,136.678761,1,neural-expand,True
g1-neural-expand,architecture,ensemble,quality,True,40,0.8402651982690935,0.9520833333333334,0.866904761904762,0.875,5514.2446020036,657.1519117819989,458364160,1092.273868,1136.26124,1,neural-expand,True
g1-neural-expand,data-science,embeddings,hybrid,True,40,0.8789004393851517,0.975,0.8834325396825398,0.95,1366.9143239967525,63.69614857599663,79076741,151.909926,196.815051,1,neural-expand,True
g1-neural-expand,data-science,classical,fusion,True,40,0.8053872497363544,0.7854166666666667,0.9125,0.7,858.7738189962693,246.46223745599855,266251753,405.828202,448.782394,1,neural-expand,True
g1-neural-expand,enterprise,embeddings,hybrid,True,40,0.6319043854152289,0.6838293650793651,0.64375,0.575,192.32257200201275,84.55118243100151,9891587,105.097132,148.357343,1,neural-expand,True
g1-neural-expand,architecture,legacy,lexical,True,40,0.8154736310803241,0.95,0.80625,0.9,0.17730099352775142,5.012722849001875,25449713,6.433356,46.906064,1,neural-expand,True
g1-neural-expand,architecture,entity-graph,fusion,True,40,0.8350413379424438,0.975,0.8133333333333332,0.925,2801.2769850029144,200.05851893199724,318372177,630.501738,672.550679,1,neural-expand,True
g1-neural-expand,astro,ensemble,quality,True,40,0.8125656760291715,0.8875,0.8895833333333334,0.725,3852.6919889991404,278.7982837599993,145852641,552.477246,594.856852,1,neural-expand,True
g1-neural-expand,architecture,embeddings,hybrid,True,40,0.7708433851860573,0.9354166666666666,0.7881944444444444,0.8,546.5042850046302,29.56924366799649,38304143,75.896281,118.597797,1,neural-expand,True
g1-neural-expand,architecture,turso,lexical-sql,True,40,0.5840043018567261,0.8625,0.5272023809523809,0.725,348.6590169995907,11.026208904004307,76846321,22.849576,66.625199,1,neural-expand,True
g1-neural-expand,enterprise,classical,fusion,True,40,0.4434644291211766,0.4246031746031746,0.575,0.325,41.143961003399454,59.82193662300415,8014933,65.658854,108.712871,1,neural-expand,True
g1-neural-expand,data-science,adaptive,adaptive,True,40,0.9141270327970533,0.9833333333333334,0.9322916666666666,0.95,2628.7468439986696,234.82429958699504,266252929,341.02742,381.787218,1,neural-expand,True
g1-neural-expand,astro,legacy,lexical,True,40,0.6051893734409577,0.7541666666666667,0.6446527777777777,0.575,2.4340489981113933,16.2787054099972,8773595,17.243045,58.659027,1,neural-expand,True
g1-neural-expand,data-science,entity-graph,fusion,True,40,0.8579062471314278,0.975,0.86875,0.925,6790.866687995731,455.1857425929993,676957164,1529.596664,1571.645893,1,neural-expand,True
g1-neural-expand,astro,embeddings,hybrid,True,40,0.7434446547499104,0.9104166666666667,0.73625,0.75,233.80169799929718,63.32131341600325,13779764,86.709243,127.947372,1,neural-expand,True
g1-neural-expand,data-science,legacy,lexical,True,40,0.8321588233274824,0.95,0.8175000000000001,0.9,0.30079300631769,7.84817691599892,52554726,9.985325,52.260177,1,neural-expand,True
g1-neural-expand,astro,adaptive,adaptive,True,40,0.8326584600131275,0.8875,0.9208333333333334,0.725,2598.870859001181,47.28550848500163,34362293,108.892029,150.322517,1,neural-expand,True
g1-neural-expand,enterprise,graphify,search,True,40,0.13626228624863054,0.17371031746031745,0.20423611111111112,0.1,134.8306229992886,135.14127752000059,14940327,139.156796,180.162597,1,neural-expand,True
g1-neural-expand,astro,entity-graph,fusion,True,40,0.6947023065501792,0.8229166666666666,0.7670833333333333,0.65,1054.7799889973248,88.90369415799796,114816438,247.251101,288.231798,1,neural-expand,True
g1-neural-expand,enterprise,adaptive,adaptive,True,40,0.5056922738907149,0.5649801587301587,0.585515873015873,0.45,1305.9416269970825,61.396534608000366,8016109,94.410874,135.789214,1,neural-expand,True
g1-neural-expand,data-science,graphify,search,True,40,0.5440998456059355,0.5395833333333333,0.625,0.475,316.87820200022543,36.351954534999095,74673183,51.302281,92.379433,1,neural-expand,True
g1-neural-expand,astro,turso,lexical-sql,True,40,0.47813551023378115,0.6666666666666667,0.4916964285714286,0.475,138.69124199845828,19.65842576700379,32612315,23.829847,64.981048,1,neural-expand,True
g1-neural-expand,enterprise,ensemble,quality,True,40,0.5435477103092605,0.5649801587301587,0.5947916666666667,0.45,1637.5999260053504,269.24199594200036,22719379,379.124648,421.335429,1,neural-expand,True
g1-neural-expand,data-science,ensemble,quality,True,40,0.9246622041386964,0.9833333333333334,0.9410714285714287,0.95,10525.434227005462,1231.3379821670023,917220254,2073.543905,2116.326337,1,neural-expand,True
g1-neural-expand,astro,classical,fusion,True,40,0.8326584600131275,0.8875,0.9208333333333334,0.725,78.06286500272108,47.3921948549978,34361117,61.969294,103.24777,1,neural-expand,True
g1-neural-expand,architecture,adaptive,adaptive,True,40,0.8518232889631128,0.9520833333333334,0.891904761904762,0.875,1646.1609870020766,130.10433746899798,152558596,193.677535,235.768551,1,neural-expand,True
g1-neural-titles,astro,graphify,search,True,40,0.5779156769160976,0.7729166666666667,0.5792261904761904,0.6,150.11985399905825,35.48165008499927,17785739,41.164745,84.725921,1,neural-titles,True
g1-neural-titles,enterprise,legacy,lexical,True,40,0.5749695375722894,0.6192460317460318,0.5986111111111111,0.525,3.161950000503566,35.485821150003176,4933955,36.317409,76.267227,1,neural-titles,True
g1-neural-titles,architecture,graphify,search,True,40,0.5775650846510725,0.5958333333333333,0.6875,0.425,96.21431599953212,15.658409804003895,32608496,20.530073,64.710333,1,neural-titles,True
g1-neural-titles,data-science,turso,lexical-sql,True,40,0.4016212910774567,0.74375,0.3178769841269841,0.65,455.93365500099026,20.513890406000428,158821350,37.551662,81.518275,1,neural-titles,True
g1-neural-titles,enterprise,turso,lexical-sql,True,40,0.40319114502840775,0.49871031746031746,0.40854166666666664,0.4,39.00041199813131,40.38253711799916,23927107,42.287274,84.625971,1,neural-titles,True
g1-neural-titles,architecture,classical,fusion,True,40,0.9185135776430311,0.9583333333333334,0.975,0.9,698.393112004851,139.17649357699702,172206005,263.293178,305.709326,1,neural-titles,True
g1-neural-titles,enterprise,entity-graph,fusion,True,40,0.4673466879301481,0.5803571428571429,0.47333333333333333,0.5,50.29364299844019,60.9938202379999,13856388,68.30185,108.663161,1,neural-titles,True
g1-neural-titles,architecture,ensemble,quality,True,40,0.8460134884963335,0.9583333333333334,0.8675,0.9,5266.582887001277,601.6483602570006,458364154,1024.110426,1065.49427,1,neural-titles,True
g1-neural-titles,data-science,embeddings,hybrid,True,40,0.8789004393851517,0.975,0.8834325396825398,0.95,940.4936599967186,51.45934359599778,79076741,128.533937,171.09762,1,neural-titles,True
g1-neural-titles,data-science,classical,fusion,True,40,0.8053872497363544,0.7854166666666667,0.9125,0.7,862.1250309952302,240.07654088600248,266251750,400.915828,442.085953,1,neural-titles,True
g1-neural-titles,enterprise,embeddings,hybrid,True,40,0.6319043854152289,0.6838293650793651,0.64375,0.575,184.70333999721333,79.03599825700076,9891587,98.416186,139.639681,1,neural-titles,True
g1-neural-titles,architecture,legacy,lexical,True,40,0.8154736310803241,0.95,0.80625,0.9,0.19226199947297573,4.911359788995469,25449713,6.346458,47.518382,1,neural-titles,True
g1-neural-titles,architecture,entity-graph,fusion,True,40,0.8350413379424438,0.975,0.8133333333333332,0.925,2877.771881001536,200.64059145000647,318372177,646.487229,689.051249,1,neural-titles,True
g1-neural-titles,astro,ensemble,quality,True,40,0.8157346137323568,0.86875,0.9166666666666666,0.725,4057.0466889985255,278.49967834400013,145852635,552.729815,597.418999,1,neural-titles,True
g1-neural-titles,architecture,embeddings,hybrid,True,40,0.7708433851860573,0.9354166666666666,0.7881944444444444,0.8,547.0978979938081,29.856088723994617,38304143,76.444489,119.48102,1,neural-titles,True
g1-neural-titles,architecture,turso,lexical-sql,True,40,0.5840043018567261,0.8625,0.5272023809523809,0.725,339.3599330011057,11.078074966004351,76846321,22.917563,64.556607,1,neural-titles,True
g1-neural-titles,enterprise,classical,fusion,True,40,0.43423767296046306,0.4246031746031746,0.5625,0.325,39.79225100192707,60.06756616799976,8014930,65.755808,107.65244,1,neural-titles,True
g1-neural-titles,data-science,adaptive,adaptive,True,40,0.9191690778762306,0.9916666666666666,0.9322916666666666,0.975,2437.1914690054837,235.96756524300145,266252926,337.768691,379.881812,1,neural-titles,True
g1-neural-titles,astro,legacy,lexical,True,40,0.6051893734409577,0.7541666666666667,0.6446527777777777,0.575,2.2655549983028322,16.328976526994666,8773595,17.240658,58.325192,1,neural-titles,True
g1-neural-titles,data-science,entity-graph,fusion,True,40,0.8579062471314278,0.975,0.86875,0.925,6960.531903001538,452.69556257800286,676957164,1533.291696,1575.983837,1,neural-titles,True
g1-neural-titles,astro,embeddings,hybrid,True,40,0.7434446547499104,0.9104166666666667,0.73625,0.75,247.5630109984195,63.081206380004005,13779764,86.915714,129.717887,1,neural-titles,True
g1-neural-titles,data-science,legacy,lexical,True,40,0.8321588233274824,0.95,0.8175000000000001,0.9,0.256539999099914,7.903065525002603,52554726,10.102716,51.718799,1,neural-titles,True
g1-neural-titles,astro,adaptive,adaptive,True,40,0.8085569389955969,0.86875,0.9104166666666667,0.725,2627.941501996247,47.79736729000433,34362290,109.554212,151.603539,1,neural-titles,True
g1-neural-titles,enterprise,graphify,search,True,40,0.13626228624863054,0.17371031746031745,0.20423611111111112,0.1,136.26134600053774,133.4794652809942,14940327,137.461603,178.259681,1,neural-titles,True
g1-neural-titles,astro,entity-graph,fusion,True,40,0.6947023065501792,0.8229166666666666,0.7670833333333333,0.65,1015.0020239962032,86.9863777999999,114816438,241.728499,282.714815,1,neural-titles,True
g1-neural-titles,enterprise,adaptive,adaptive,True,40,0.5033603261131847,0.5899801587301587,0.5747222222222221,0.475,1302.6524480010266,61.60653933299909,8016106,94.708264,135.757878,1,neural-titles,True
g1-neural-titles,data-science,graphify,search,True,40,0.5440998456059355,0.5395833333333333,0.625,0.475,323.68442499864614,36.0458047639986,74673183,50.979723,92.278679,1,neural-titles,True
g1-neural-titles,astro,turso,lexical-sql,True,40,0.47813551023378115,0.6666666666666667,0.4916964285714286,0.475,136.7478129977826,19.50702738900145,32612315,23.6361,64.496788,1,neural-titles,True
g1-neural-titles,enterprise,ensemble,quality,True,40,0.5566385701162351,0.5899801587301587,0.6041666666666667,0.475,1643.53019400005,268.46251640099945,22719373,378.46984,420.686039,1,neural-titles,True
g1-neural-titles,data-science,ensemble,quality,True,40,0.9296284469032129,0.9916666666666666,0.9410714285714287,0.975,10189.20205500035,1231.2865368179991,917220248,2049.635849,2092.305844,1,neural-titles,True
g1-neural-titles,astro,classical,fusion,True,40,0.8085569389955969,0.86875,0.9104166666666667,0.725,80.70428999781143,47.6405303260035,34361114,61.61671,103.614942,1,neural-titles,True
g1-neural-titles,architecture,adaptive,adaptive,True,40,0.8629002689877016,0.9583333333333334,0.905,0.9,1693.1003860008786,129.6502818939989,152558593,193.885471,234.833954,1,neural-titles,True
g1-neural-bm25,astro,graphify,search,True,40,0.5779156769160976,0.7729166666666667,0.5792261904761904,0.6,141.69503100129077,35.42711835299997,17785739,40.960255,83.27378,1,neural-bm25,True
g1-neural-bm25,enterprise,legacy,lexical,True,40,0.5749695375722894,0.6192460317460318,0.5986111111111111,0.525,3.4085299994330853,35.54705644200294,4933955,36.407673,75.876545,1,neural-bm25,True
g1-neural-bm25,architecture,graphify,search,True,40,0.5775650846510725,0.5958333333333333,0.6875,0.425,95.56619000068167,15.513130008002918,32608496,20.172966,64.587361,1,neural-bm25,True
g1-neural-bm25,data-science,turso,lexical-sql,True,40,0.4016212910774567,0.74375,0.3178769841269841,0.65,480.54278299969155,20.32191085699742,158821350,37.505482,81.000587,1,neural-bm25,True
g1-neural-bm25,enterprise,turso,lexical-sql,True,40,0.40319114502840775,0.49871031746031746,0.40854166666666664,0.4,39.06512399407802,39.79600773400307,23927107,41.704764,82.994077,1,neural-bm25,True
g1-neural-bm25,architecture,classical,fusion,True,40,0.8982687155213783,0.9645833333333333,0.9291666666666666,0.9,717.54255900305,139.27780124799756,172206005,263.019616,305.5085,1,neural-bm25,True
g1-neural-bm25,enterprise,entity-graph,fusion,True,40,0.47275963568195856,0.5831349206349207,0.47506944444444443,0.5,51.866850997612346,61.30207316199812,13856388,68.84332,109.909453,1,neural-bm25,True
g1-neural-bm25,architecture,ensemble,quality,True,40,0.8512091417677817,0.9604166666666666,0.8800000000000001,0.9,5540.53706000559,600.9088298650022,458364154,1027.499393,1069.439697,1,neural-bm25,True
g1-neural-bm25,data-science,embeddings,hybrid,True,40,0.8789004393851517,0.975,0.8834325396825398,0.95,932.1331820028718,51.103435732002254,79076741,128.332486,170.48677,1,neural-bm25,True
g1-neural-bm25,data-science,classical,fusion,True,40,0.8053872497363544,0.7854166666666667,0.9125,0.7,881.2265800006571,238.771832006998,266251750,401.235383,442.453058,1,neural-bm25,True
g1-neural-bm25,enterprise,embeddings,hybrid,True,40,0.6319043854152289,0.6838293650793651,0.64375,0.575,184.37892800284317,79.08511993700085,9891587,98.701577,140.139327,1,neural-bm25,True
g1-neural-bm25,architecture,legacy,lexical,True,40,0.8154736310803241,0.95,0.80625,0.9,0.1999220039579086,4.910823075995722,25449713,6.358987,47.702858,1,neural-bm25,True
g1-neural-bm25,architecture,entity-graph,fusion,True,40,0.8342284796895436,0.975,0.8125,0.925,2793.0768509977497,200.29528742600087,318372177,632.854842,675.416476,1,neural-bm25,True
g1-neural-bm25,astro,ensemble,quality,True,40,0.776574550158071,0.8708333333333333,0.8510416666666666,0.725,4023.642871994525,278.57362030000513,145852635,563.059055,605.115727,1,neural-bm25,True
g1-neural-bm25,architecture,embeddings,hybrid,True,40,0.7708433851860573,0.9354166666666666,0.7881944444444444,0.8,550.145806002547,29.36767165499623,38304143,76.831578,119.366436,1,neural-bm25,True
g1-neural-bm25,architecture,turso,lexical-sql,True,40,0.5840043018567261,0.8625,0.5272023809523809,0.725,346.2452489984571,11.078858177999791,76846321,22.956878,65.489476,1,neural-bm25,True
g1-neural-bm25,enterprise,classical,fusion,True,40,0.442499636298842,0.4398809523809524,0.5625,0.35,41.49718699773075,59.87630781700136,8014930,65.721754,108.918873,1,neural-bm25,True
g1-neural-bm25,data-science,adaptive,adaptive,True,40,0.9196591552903186,0.9916666666666666,0.9319444444444445,0.975,2609.8561939943465,235.38026075800008,266252926,341.370125,383.800618,1,neural-bm25,True
g1-neural-bm25,astro,legacy,lexical,True,40,0.6051893734409577,0.7541666666666667,0.6446527777777777,0.575,2.6866449989029206,16.183449367999856,8773595,17.170295,58.355186,1,neural-bm25,True
g1-neural-bm25,data-science,entity-graph,fusion,True,40,0.8074350170222658,0.975,0.7835714285714286,0.925,7109.57749899535,458.59079086699785,676957164,1562.125822,1604.438176,1,neural-bm25,True
g1-neural-bm25,astro,embeddings,hybrid,True,40,0.7434446547499104,0.9104166666666667,0.73625,0.75,234.65445000329055,64.42664055600471,13779764,88.3323,129.353806,1,neural-bm25,True
g1-neural-bm25,data-science,legacy,lexical,True,40,0.8321588233274824,0.95,0.8175000000000001,0.9,0.4864630027441308,7.89891195299424,52554726,10.096902,52.255546,1,neural-bm25,True
g1-neural-bm25,astro,adaptive,adaptive,True,40,0.777380336447773,0.8708333333333333,0.8390277777777777,0.725,2663.4207210008753,47.14067355699808,34362290,111.020505,152.481388,1,neural-bm25,True
g1-neural-bm25,enterprise,graphify,search,True,40,0.13626228624863054,0.17371031746031745,0.20423611111111112,0.1,133.01903899991885,133.686206710001,14940327,137.712104,177.874247,1,neural-bm25,True
g1-neural-bm25,astro,entity-graph,fusion,True,40,0.6666633672811659,0.8229166666666666,0.7165277777777778,0.65,1041.02582300402,87.84422524599358,114816438,245.853054,286.533735,1,neural-bm25,True
g1-neural-bm25,enterprise,adaptive,adaptive,True,40,0.5068734091416912,0.5906746031746032,0.5750694444444444,0.475,1332.6760700001614,61.59762521099765,8016106,95.194639,136.085331,1,neural-bm25,True
g1-neural-bm25,data-science,graphify,search,True,40,0.5440998456059355,0.5395833333333333,0.625,0.475,322.34073700237786,36.10075017299823,74673183,50.975685,92.12989,1,neural-bm25,True
g1-neural-bm25,astro,turso,lexical-sql,True,40,0.47813551023378115,0.6666666666666667,0.4916964285714286,0.475,137.96117599849822,19.760453248003614,32612315,23.933739,64.90666,1,neural-bm25,True
g1-neural-bm25,enterprise,ensemble,quality,True,40,0.5407662212621369,0.5906746031746032,0.5785714285714285,0.475,1665.0941240004613,271.82646498999384,22719373,384.078319,425.929886,1,neural-bm25,True
g1-neural-bm25,data-science,ensemble,quality,True,40,0.9390012152794902,0.9916666666666666,0.9410714285714287,0.975,10465.374858998985,1251.9668660679963,917220248,2090.299417,2133.326178,1,neural-bm25,True
g1-neural-bm25,astro,classical,fusion,True,40,0.777380336447773,0.8708333333333333,0.8390277777777777,0.725,73.74284799880115,48.79596527499962,34361114,62.866895,105.525655,1,neural-bm25,True
g1-neural-bm25,architecture,adaptive,adaptive,True,40,0.8579850860692957,0.9604166666666666,0.905,0.9,1751.5898120036582,131.61657875300443,152558593,194.770522,237.239856,1,neural-bm25,True
g1-expand-titles,astro,graphify,search,True,40,0.5779156769160976,0.7729166666666667,0.5792261904761904,0.6,141.00700099515961,35.62840411300567,17785739,40.903654,83.714606,1,expand-titles,False
g1-expand-titles,enterprise,legacy,lexical,True,40,0.5749695375722894,0.6192460317460318,0.5986111111111111,0.525,3.0296870027086698,35.68992883099418,4933955,36.462538,76.141463,1,expand-titles,False
g1-expand-titles,architecture,graphify,search,True,40,0.5775650846510725,0.5958333333333333,0.6875,0.425,95.08501099480782,15.60402429899841,32608496,20.415477,64.352175,1,expand-titles,False
g1-expand-titles,data-science,turso,lexical-sql,True,40,0.4016212910774567,0.74375,0.3178769841269841,0.65,466.4656780005316,20.62610757999937,158821350,37.653334,81.89589,1,expand-titles,False
